School Name,Site Name,Userid,Latitude,Longitude,Elevation,Measured At,Solar Measured At,Current Temp
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-07 00:24:00,2016-06-07 07:05:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-07 05:27:00,2016-06-07 12:08:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-08 00:30:00,2016-06-08 07:11:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-08 05:30:00,2016-06-08 12:11:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-10 12:25:00,2016-06-10 19:05:00,37.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-09 05:10:00,2016-06-09 11:50:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-14 00:32:00,2016-06-14 07:11:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-14 05:27:00,2016-06-14 12:06:00,37.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-13 05:31:00,2016-06-13 12:10:00,37.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-16 05:33:00,2016-06-16 12:12:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-15 05:42:00,2016-06-15 12:21:00,37.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-17 00:49:00,2016-06-17 07:28:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-17 04:55:00,2016-06-17 11:34:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-20 00:45:00,2016-06-20 07:23:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-20 05:35:00,2016-06-20 12:13:00,32.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-21 00:26:00,2016-06-21 07:04:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-21 05:45:00,2016-06-21 12:23:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-22 00:48:00,2016-06-22 07:25:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-22 05:25:00,2016-06-22 12:02:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-24 05:26:00,2016-06-24 12:03:00,31.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-24 01:26:00,2016-06-24 08:03:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-27 00:45:00,2016-06-27 07:21:00,21.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-27 05:26:00,2016-06-27 12:02:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-30 05:38:00,2016-06-30 12:13:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2014-11-14 05:40:00,2014-11-14 12:37:00,31.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2014-11-15 05:26:00,2014-11-15 12:22:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-11-20 05:30:00,2017-11-20 12:25:00,31.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-11-21 05:30:00,2017-11-21 12:25:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-11-22 05:30:00,2017-11-22 12:25:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-11-28 05:20:00,2017-11-28 12:12:00,23.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-11-29 05:10:00,2017-11-29 12:02:00,23.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-06 05:30:00,2017-12-06 12:19:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-07 05:45:00,2017-12-07 12:34:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-07-25 00:00:00,2017-07-25 06:32:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-07-26 05:00:00,2017-07-26 11:32:00,32.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-07-27 05:16:00,2017-07-27 11:48:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-07-31 01:45:00,2017-07-31 08:17:00,32.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-07-31 05:20:00,2017-07-31 11:52:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-02 05:30:00,2017-08-02 12:02:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-08 05:30:00,2017-08-08 12:03:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-07 05:23:00,2017-08-07 11:56:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-08 08:00:00,2017-08-08 14:33:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-09 05:26:00,2017-08-09 11:59:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-10 05:35:00,2017-08-10 12:08:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-11 05:30:00,2017-08-11 12:03:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-14 05:30:00,2017-12-14 12:15:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-15 05:20:00,2017-12-15 12:05:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-18 05:35:00,2017-12-18 12:18:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-19 05:29:00,2017-12-19 12:12:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-19 07:49:00,2017-12-19 14:32:00,23.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-21 05:20:00,2017-12-21 12:02:00,24.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-20 05:20:00,2017-12-20 12:02:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-25 05:20:00,2017-12-25 11:59:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-26 05:20:00,2017-12-26 11:59:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-27 05:25:00,2017-12-27 12:03:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-01-08 05:18:00,2018-01-08 11:50:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-01-22 05:40:00,2018-01-22 12:07:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-01-22 17:00:00,2018-01-22 23:27:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-01-23 07:50:00,2018-01-23 14:16:00,30.0
