School Name,Site Name,Userid,Latitude,Longitude,Elevation,Measured At,Solar Measured At,Current Temp
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-15 05:00:00,2020-05-15 11:44:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-14 05:00:00,2020-05-14 11:44:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-13 05:00:00,2020-05-13 11:44:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-12 05:00:00,2020-05-12 11:44:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-10 05:00:00,2020-05-10 11:44:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-11 05:00:00,2020-05-11 11:44:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-09 05:00:00,2020-05-09 11:44:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-08 05:00:00,2020-05-08 11:44:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-07 05:00:00,2020-05-07 11:44:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-06 05:00:00,2020-05-06 11:44:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-05 05:00:00,2020-05-05 11:44:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-04 05:00:00,2020-05-04 11:43:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-03 05:00:00,2020-05-03 11:43:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-02 05:00:00,2020-05-02 11:43:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-05-01 05:00:00,2020-05-01 11:43:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-30 05:00:00,2020-04-30 11:43:00,31.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-29 05:00:00,2020-04-29 11:43:00,31.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-28 05:00:00,2020-04-28 11:43:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-27 05:00:00,2020-04-27 11:42:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-26 05:00:00,2020-04-26 11:42:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-25 05:00:00,2020-04-25 11:42:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-22 05:00:00,2020-04-22 11:41:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-24 05:00:00,2020-04-24 11:42:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-23 05:00:00,2020-04-23 11:42:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-21 05:00:00,2020-04-21 11:41:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-20 05:00:00,2020-04-20 11:41:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-19 05:00:00,2020-04-19 11:41:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-18 05:00:00,2020-04-18 11:40:00,32.5
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-17 05:00:00,2020-04-17 11:40:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-16 05:00:00,2020-04-16 11:40:00,31.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-14 05:00:00,2020-04-14 11:39:00,33.5
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-12 05:00:00,2020-04-12 11:39:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-11 05:00:00,2020-04-11 11:38:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-04-10 05:00:00,2020-04-10 11:38:00,34.5
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-01-28 08:00:00,2020-01-28 14:25:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2020-01-21 08:00:00,2020-01-21 14:27:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2019-01-08 01:20:00,2019-01-08 07:52:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2019-01-07 07:45:00,2019-01-07 14:18:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2019-01-02 01:20:00,2019-01-02 07:55:00,24.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-12-26 01:20:00,2018-12-26 07:59:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-12-25 01:15:00,2018-12-25 07:54:00,24.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-12-24 05:15:00,2018-12-24 11:55:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-12-17 08:20:00,2018-12-17 15:04:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-25 00:38:00,2018-09-25 07:27:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-24 00:48:00,2018-09-24 07:37:00,39.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-19 00:43:00,2018-09-19 07:30:00,45.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-17 00:40:00,2018-09-17 07:26:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-11 23:40:00,2018-09-12 06:23:00,23.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-11 00:29:00,2018-09-11 07:12:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-10 00:34:00,2018-09-10 07:17:00,23.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-05 00:32:00,2018-09-05 07:13:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-04 00:36:00,2018-09-04 07:17:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-09-03 00:40:00,2018-09-03 07:20:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-29 00:37:00,2018-08-29 07:15:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-26 07:44:00,2018-08-26 14:21:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-24 00:41:00,2018-08-24 07:18:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-22 23:40:00,2018-08-23 06:16:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-22 00:35:00,2018-08-22 07:11:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-21 00:39:00,2018-08-21 07:15:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-20 00:40:00,2018-08-20 07:15:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-17 00:16:00,2018-08-17 06:51:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-16 00:33:00,2018-08-16 07:07:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-15 00:31:00,2018-08-15 07:05:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-14 00:47:00,2018-08-14 07:21:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-10 00:39:00,2018-08-10 07:12:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-09 00:35:00,2018-08-09 07:08:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-07 00:40:00,2018-08-07 07:13:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-06 00:43:00,2018-08-06 07:16:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-03 00:32:00,2018-08-03 07:04:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-02 00:35:00,2018-08-02 07:07:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-08-01 00:30:00,2018-08-01 07:02:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-31 00:45:00,2018-07-31 07:17:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-26 00:22:00,2018-07-26 06:54:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-19 23:40:00,2018-07-20 06:12:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-19 00:33:00,2018-07-19 07:05:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-17 23:34:00,2018-07-18 06:07:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-17 00:46:00,2018-07-17 07:19:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-17 00:41:00,2018-07-17 07:14:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-08 23:44:00,2018-07-09 06:18:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-06 00:27:00,2018-07-06 07:01:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-05 00:32:00,2018-07-05 07:07:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-04 00:48:00,2018-07-04 07:23:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-03 00:41:00,2018-07-03 07:16:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-07-02 00:54:00,2018-07-02 07:29:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-28 00:31:00,2018-06-28 07:07:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-27 00:45:00,2018-06-27 07:21:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-26 05:08:00,2018-06-26 11:45:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-20 00:51:00,2018-06-20 07:29:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-17 23:46:00,2018-06-18 06:25:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-15 04:30:00,2018-06-15 11:09:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-14 04:30:00,2018-06-14 11:09:00,39.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-14 23:30:00,2018-06-15 06:09:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-14 00:36:00,2018-06-14 07:15:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-13 00:51:00,2018-06-13 07:31:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-12 00:44:00,2018-06-12 07:24:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-11 00:47:00,2018-06-11 07:27:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-08 00:50:00,2018-06-08 07:31:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-07 05:11:00,2018-06-07 11:52:00,37.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-07 00:35:00,2018-06-07 07:16:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-06 05:55:00,2018-06-06 12:36:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-06 00:46:00,2018-06-06 07:27:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-05 05:30:00,2018-06-05 12:11:00,25.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-05 00:34:00,2018-06-05 07:15:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-04 05:45:00,2018-06-04 12:27:00,32.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2018-06-04 00:45:00,2018-06-04 07:27:00,26.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-16 05:20:00,2017-08-16 11:54:00,32.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-17 05:25:00,2017-08-17 12:00:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-08 04:50:00,2017-12-08 11:38:00,28.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-21 03:19:00,2017-08-21 09:55:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-21 05:25:00,2017-08-21 12:01:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-28 05:35:00,2017-08-28 12:13:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-29 07:38:00,2017-08-29 14:16:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-08-31 05:36:00,2017-08-31 12:15:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-09-01 05:18:00,2017-09-01 11:57:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-12 03:30:00,2017-12-12 10:16:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-12-13 05:30:00,2017-12-13 12:16:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-09-04 05:25:00,2017-09-04 12:06:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-09-06 05:30:00,2017-09-06 12:11:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2017-09-11 05:26:00,2017-09-11 12:09:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2015-05-18 19:00:00,2015-05-19 01:39:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2015-11-05 05:35:00,2015-11-05 12:14:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-04-17 05:24:00,2016-04-17 12:04:00,38.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-02-01 05:00:00,2016-02-01 11:24:00,29.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-04-20 05:00:00,2016-04-20 11:41:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2015-09-22 05:00:00,2015-09-22 11:48:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-03-25 05:00:00,2016-03-25 11:33:00,34.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-17 05:09:00,2016-05-17 11:53:00,38.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-18 05:06:00,2016-05-18 11:50:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-18 13:06:00,2016-05-18 19:50:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-19 05:10:00,2016-05-19 11:54:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-24 05:23:00,2016-05-24 12:06:00,24.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-25 05:20:00,2016-05-25 12:03:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-26 05:20:00,2016-05-26 12:03:00,30.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-27 00:20:00,2016-05-27 07:03:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2015-05-27 05:20:00,2015-05-27 12:03:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-29 18:00:00,2016-05-30 00:43:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-31 00:34:00,2016-05-31 07:16:00,27.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-01 05:20:00,2016-06-01 12:02:00,37.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-05-31 12:20:00,2016-05-31 19:02:00,36.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-02 05:20:00,2016-06-02 12:02:00,35.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-03 05:38:00,2016-06-03 12:20:00,33.0
Panyawut school,panyawut1,13238221,7.65017,99.99872,16.0,2016-06-06 06:38:00,2016-06-06 13:19:00,36.0
